Programa,Threads,Tamaño Matriz,Tiempo,Iteracion
mmPosix,4,1024,1391648,30
matrizFxC,8,64,290,30
matrizFxT,8,64,508,30
mmPosix,8,64,1027,30
matrizFxC,8,128,845,30
matrizFxT,8,128,1014,30
mmPosix,8,128,1044,30
matrizFxC,8,256,4910,30
matrizFxT,8,256,4896,30
mmPosix,8,256,5595,30
matrizFxC,8,512,50937,30
matrizFxT,8,512,37549,30
mmPosix,8,512,52294,30
matrizFxC,8,1024,702290,30
matrizFxT,8,1024,304020,30
mmPosix,8,1024,705243,30
matrizFxC,16,64,511,30
matrizFxT,16,64,347,30
mmPosix,16,64,608,30
matrizFxC,16,128,640,30
matrizFxT,16,128,639,30
mmPosix,16,128,831,30
matrizFxC,16,256,2755,30
matrizFxT,16,256,2729,30
mmPosix,16,256,3177,30
matrizFxC,16,512,26910,30
matrizFxT,16,512,19323,30
mmPosix,16,512,27505,30
matrizFxC,16,1024,359544,30
matrizFxT,16,1024,160312,30
mmPosix,16,1024,345851,30
matrizFxC,32,64,682,30
matrizFxT,32,64,651,30
mmPosix,32,64,1010,30
matrizFxC,32,128,878,30
matrizFxT,32,128,860,30
mmPosix,32,128,1198,30
matrizFxC,32,256,2839,30
matrizFxT,32,256,2329,30
mmPosix,32,256,2794,30
matrizFxC,32,512,23774,30
matrizFxT,32,512,13630,30
mmPosix,32,512,24241,30
matrizFxC,32,1024,217555,30
matrizFxT,32,1024,103271,30
mmPosix,32,1024,266729,30
